"Index","Open","High","Low","Close","Volume"
"1970-02-11",997.5,998.8,997.2,998.4,2164
"1970-02-12",998.8,999,997.8,998.2,1105
"1970-02-13",998,998,996.6,996.7,1554
"1970-02-14",996.9,997.9,996.9,997.8,1467
"1970-02-15",998.1,998.4,997.5,998.2,1052
"1970-02-16",997.7,998.4,997.7,998.1,815
"1970-02-17",998,998.5,997.7,998.3,865
"1970-02-18",998.2,998.3,996.7,996.8,1453
"1970-02-19",996.5,997.2,995.5,996,2167
"1970-02-20",996,996.9,996,996.6,1069
"1970-02-21",997,998.6,996.9,998.3,2209
"1970-02-22",998.5,999.3,997.9,998.1,1143
"1970-02-23",998.2,998.6,996.6,997,1181
"1970-02-24",997,997,995.5,995.6,1879
"1970-02-25",996,996.5,995.8,996.3,831
"1970-02-26",996.5,996.9,995.2,995.4,1163
"1970-02-27",995.3,995.7,995.1,995.3,770
"1970-02-28",995.1,995.3,994.1,994.5,1086
"1970-03-01",994.5,995.1,994.4,995,717
"1970-03-02",995.1,995.1,994.5,994.6,1160
"1970-03-03",994.4,995.1,994,994.9,1030
"1970-03-04",995.1,995.6,994.2,994.5,1042
"1970-03-05",994.3,994.3,993.5,993.9,1213
"1970-03-06",994.1,994.9,993.7,994.8,948
"1970-03-07",994.9,995.5,994.3,994.6,1005
"1970-03-08",994.5,995.2,994.5,995,817
"1970-03-09",995.2,995.4,994.7,995.4,779
"1970-03-10",995,997.4,995,997,1704
"1970-03-11",996.6,997,995.8,995.9,1075
"1970-03-12",996,997.1,996,996.4,1298
"1970-03-13",996.5,998,996.5,997.7,855
"1970-03-14",997,998.9,997,998.6,1317
"1970-03-15",998.5,999.1,997.9,998.2,1178
"1970-03-16",998,998.1,997.3,997.9,954
"1970-03-17",997.8,998.9,997.8,998.9,796
"1970-03-18",999,999.3,996.8,996.9,1299
"1970-03-19",997,997.9,996.6,997.8,1381
"1970-03-20",998,998.6,997.8,998,1542
"1970-03-21",998.2,999,998,998.5,1603
"1970-03-22",999.5,999.5,997.6,997.6,2129
"1970-03-23",997.3,998,997.2,997.8,1131
"1970-03-24",998,998.4,997.2,997.9,961
"1970-03-25",998.4,999.3,998.3,999.3,1917
"1970-03-26",999.5,1001.5,999.5,1000.4,2671
"1970-03-27",1001,1001.5,1000.6,1001.4,2753
"1970-03-28",1002.5,1005.3,1002.5,1005.3,3920
"1970-03-29",1008.5,1008.6,1006.4,1006.9,4318
"1970-03-30",1007.5,1009.3,1006,1009.2,3004
"1970-03-31",1009,1013,1009,1012.2,4745
"1970-04-01",1011.5,1014.7,1010.8,1014.5,4012
"1970-04-02",1016.5,1017.5,1015,1016.1,4135
"1970-04-03",1016.5,1021.5,1016.2,1019.9,4822
"1970-04-04",1019,1020.5,1017.5,1019.5,4614
"1970-04-05",1018.5,1023.3,1017.3,1023.1,5201
"1970-04-06",1024.5,1031.5,1023.5,1027.7,6280
"1970-04-07",1026.5,1029.5,1025,1029.2,4310
"1970-04-08",1029.5,1038,1029.5,1037.3,5366
"1970-04-09",1037,1038.5,1030.5,1031,6632
"1970-04-10",1031.5,1036,1031.5,1034.7,5035
"1970-04-11",1036.5,1037.5,1030.5,1031.8,5276
"1970-04-12",1029.5,1036,1028.5,1034.7,4718
"1970-04-13",1034,1040.5,1032.5,1039.3,4583
"1970-04-14",1040.5,1041,1036,1037.8,4730
"1970-04-15",1037,1038,1034,1034.8,4054
"1970-04-16",1034.8,1037.3,1033.8,1034.8,3099
"1970-04-17",1036.5,1044.8,1036.5,1044.8,3693
"1970-04-18",1046.5,1054.8,1046.5,1047.2,5711
"1970-04-19",1050.5,1054,1049,1052.5,3276
"1970-04-20",1062.5,1062.5,1057.5,1061,4912
"1970-04-21",1059.5,1067,1057.5,1065.5,4795
"1970-04-22",1064.5,1070.5,1064.5,1068.7,2785
"1970-04-23",1067.5,1068.5,1058.7,1061.7,5448
"1970-04-24",1061.7,1066,1060,1061.5,3688
"1970-04-25",1063.5,1064,1051.5,1051.5,4729
"1970-04-26",1052.5,1053.5,1046.5,1046.8,2640
"1970-04-27",1046.5,1056.8,1046.5,1056.8,3676
"1970-04-28",1060.5,1063.5,1056.5,1058,3962
"1970-04-29",1050.5,1053,1048,1048,2495
"1970-04-30",1049.5,1057.5,1043.5,1055.8,2871
"1970-05-01",1057.5,1059.7,1053.5,1055.7,2984
"1970-05-02",1055.5,1058,1053.5,1054.7,1379
"1970-05-03",1053.7,1057.5,1053,1057.3,2554
"1970-05-04",1055.5,1059.5,1053.5,1058.5,3295
"1970-05-05",1054.2,1068.5,1054.2,1068.5,3886
"1970-05-06",1077.2,1078.5,1073.2,1074.7,4852
"1970-05-07",1081.2,1084.7,1081.2,1084.7,2634
"1970-05-08",1087.2,1087.2,1074.7,1074.7,4295
"1970-05-09",1077.2,1077.2,1067.2,1073,3921
"1970-05-10",1076.2,1079.1,1074.7,1075.9,3380
"1970-05-11",1075.2,1077.7,1065.9,1065.9,3079
"1970-05-12",1066.2,1066.2,1058.7,1062,2784
"1970-05-13",1064.2,1070.7,1064.2,1070.4,2155
"1970-05-14",1072.2,1072.2,1060.4,1060.4,3541
"1970-05-15",1055.2,1059.7,1051.2,1055.7,2770
"1970-05-16",1054.2,1056.7,1045.7,1045.7,2212
"1970-05-17",1044.7,1051.2,1040.7,1047.2,3096
"1970-05-18",1051.2,1052.2,1047.7,1050.9,2369
"1970-05-19",1050.2,1050.2,1040.9,1040.9,2263
"1970-05-20",1041.2,1048.7,1041.2,1048.2,2612
"1970-05-21",1047.2,1047.2,1038.2,1039.5,2250
"1970-05-22",1039.2,1042.7,1033.7,1040.5,2699
"1970-05-23",1041.2,1045.2,1039.7,1041,2382
"1970-05-24",1039.2,1042.2,1037.2,1038.2,3279
"1970-05-25",1037.2,1039.7,1029.7,1030.5,2792
"1970-05-26",1030.5,1031,1020.5,1020.5,1446
"1970-05-27",1021,1027,1020.5,1022.5,1402
"1970-05-28",1024,1032.2,1024,1031.2,1863
"1970-05-29",1030,1035,1029,1034.5,1094
"1970-05-30",1033,1035,1032,1034.6,1182
"1970-05-31",1034,1039,1033,1034.8,1035
"1970-06-01",1036,1036.8,1032,1032.8,1005
"1970-06-02",1031.5,1032,1030.1,1031.6,1103
"1970-06-03",1032,1034,1032,1033.4,920
"1970-06-04",1036,1041.5,1034.5,1040.2,1288
"1970-06-05",1040,1040,1036.5,1037.3,724
"1970-06-06",1036,1037,1028,1028.5,1412
"1970-06-07",1031,1036,1031,1035.7,1468
"1970-06-08",1038,1045,1038,1041.8,1467
"1970-06-09",1045,1047,1043.5,1045.2,1890
"1970-06-10",1049,1054,1048,1050.3,1951
"1970-06-11",1050,1050.5,1044.1,1047.2,1312
"1970-06-12",1046,1048,1042.5,1043.5,994
"1970-06-13",1042.5,1045,1040.4,1045,705
"1970-06-14",1045,1048,1044.5,1046.7,753
"1970-06-15",1047,1048,1041.5,1042,1797
"1970-06-16",1041.5,1044,1040,1041.8,1508
"1970-06-17",1043,1045.2,1041.5,1044.5,1398
"1970-06-18",1047.5,1051.5,1047.5,1051.3,1111
"1970-06-19",1049,1054.5,1049,1054,871
"1970-06-20",1061.5,1064,1061,1064,964
"1970-06-21",1064.5,1065,1058,1059.5,1061
"1970-06-22",1058.5,1060,1056,1059.8,1312
"1970-06-23",1060.5,1061,1055.5,1055.5,1415
"1970-06-24",1054.5,1055,1045.5,1047.8,1505
"1970-06-25",1047.5,1048,1039,1040.7,1907
"1970-06-26",1042,1043.5,1037.5,1039.3,2119
"1970-06-27",1043.3,1043.3,1041,1042.3,763
"1970-06-28",1042.5,1043,1034,1034.2,1239
"1970-06-29",1031.5,1034.5,1029.5,1032,1622
"1970-06-30",1034.5,1035.5,1031.6,1032.8,991
"1970-07-01",1032.5,1033.5,1030.5,1033,1375
"1970-07-02",1030.6,1032.5,1028.2,1032.3,2668
"1970-07-03",1031.3,1032,1028,1028.3,2087
"1970-07-04",1028.5,1029,1024.6,1027.3,1203
"1970-07-05",1027.5,1029,1026,1027.7,1628
"1970-07-06",1027.5,1027.5,1024,1024.3,2571
"1970-07-07",1022.5,1027.5,1021.5,1027.3,1934
"1970-07-08",1026.8,1026.8,1022.8,1023.5,3388
"1970-07-09",1022.8,1030.3,1021.8,1029.6,4557
"1970-07-10",1029.3,1033.3,1026.8,1030,4511
"1970-07-11",1030.3,1034.3,1028.8,1031.1,4060
"1970-07-12",1033.8,1036.3,1032.8,1036,3668
"1970-07-13",1037.8,1037.8,1032.8,1034.1,3037
"1970-07-14",1027.3,1028.8,1025.3,1026.6,3153
"1970-07-15",1035.8,1036.6,1035.8,1036.6,1622
"1970-07-16",1034.8,1036.3,1027.3,1029,6503
"1970-07-17",1028.3,1029.3,1024.5,1024.8,4343
"1970-07-18",1022.8,1027.3,1021.8,1022.2,3931
"1970-07-19",1023.8,1027.3,1022.8,1026.9,3623
"1970-07-20",1026.3,1027.2,1024.4,1027,2215
"1970-07-21",1027.8,1029.8,1026.8,1028,3167
"1970-07-22",1026.3,1034.8,1025.8,1034.1,4701
"1970-07-23",1034.3,1036.8,1031.8,1034.5,2916
"1970-07-24",1037.3,1037.3,1031.8,1033.6,2937
"1970-07-25",1033.8,1036.3,1030.8,1035.7,3818
"1970-07-26",1035.3,1036.3,1032.3,1033.1,2562
"1970-07-27",1032.8,1036.3,1031.3,1035.1,2378
"1970-07-28",1035.3,1036.2,1033.3,1035,2352
"1970-07-29",1035.8,1036.3,1029.8,1030.3,3553
"1970-07-30",1030.3,1034.8,1030.3,1034,2110
"1970-07-31",1034.8,1035.3,1032.3,1033.7,1957
"1970-08-01",1033.8,1035.3,1032.4,1032.7,1920
"1970-08-02",1032.3,1032.3,1029,1030.4,2655
"1970-08-03",1030.3,1031.8,1029.8,1031.4,2054
"1970-08-04",1025.8,1027.1,1024.7,1026.9,2034
"1970-08-05",1027.3,1027.3,1021.9,1023.5,3309
"1970-08-06",1025.3,1030.8,1024.8,1030.6,3035
"1970-08-07",1030.6,1035.8,1029.8,1035.5,2907
"1970-08-08",1035.3,1036.7,1032.3,1035,2205
"1970-08-09",1035.8,1043.3,1035.8,1039.2,2899
"1970-08-10",1039.3,1044.3,1038.8,1044.1,1643
"1970-08-11",1043.3,1046.8,1041,1042.3,3103
"1970-08-12",1043.8,1044.8,1040.6,1041.5,1503
"1970-08-13",1041.8,1041.8,1038.8,1039.2,1028
"1970-08-14",1038.8,1038.8,1035.3,1038,2805
"1970-08-15",1036.8,1039.8,1035.8,1039.5,3637
"1970-08-16",1040.8,1041.3,1038.8,1039.5,3280
"1970-08-17",1040.3,1040.8,1038.3,1040,2476
"1970-08-18",1040.8,1042.8,1040.5,1042.5,2154
"1970-08-19",1043.8,1046.3,1042.6,1046.2,2722
"1970-08-20",1047.6,1048.3,1044.4,1044.6,2898
"1970-08-21",1044.8,1048.8,1044.4,1048.5,2329
"1970-08-22",1047.3,1049.3,1046.8,1047.7,2191
"1970-08-23",1047.3,1047.6,1045.3,1045.9,1739
"1970-08-24",1044.8,1044.9,1042.8,1044.1,1613
"1970-08-25",1044.3,1047.3,1044.3,1047.1,2228
"1970-08-26",1048.1,1048.1,1041.8,1042.6,2549
"1970-08-27",1043.8,1044.6,1042.4,1043.9,1699
"1970-08-28",1044.3,1044.3,1040.5,1040.9,2454
"1970-08-29",1041.3,1042.3,1041,1042.1,2031
"1970-08-30",1041.8,1043.3,1041.3,1043.2,2431
"1970-08-31",1043.3,1044.3,1041.9,1042.1,2078
"1970-09-01",1041.8,1044.2,1041.1,1044.1,1084
"1970-09-02",1044.3,1047.8,1044.3,1046.5,2222
"1970-09-03",1046.5,1048.6,1045.4,1048.1,2437
"1970-09-04",1048.8,1049.8,1047.6,1047.7,3584
"1970-09-05",1047.8,1051,1047.3,1050.5,1762
"1970-09-06",1050.6,1053.1,1048.9,1049.5,4474
"1970-09-07",1048.6,1050.6,1047.2,1050.4,5236
"1970-09-08",1050.6,1053.1,1050.3,1051.1,4619
"1970-09-09",1051.6,1053.9,1051.1,1053.7,4682
"1970-09-10",1053.6,1055.1,1052.3,1053.7,4221
"1970-09-11",1055.1,1057.3,1054.7,1056.5,3478
"1970-09-12",1055.9,1056.6,1054.4,1055.5,4258
"1970-09-13",1055.6,1059.1,1055.6,1058.9,4500
"1970-09-14",1058.9,1059.3,1053.9,1055.3,6400
"1970-09-15",1055.1,1055.6,1053.3,1053.8,5325
"1970-09-16",1054.6,1055.1,1053.8,1054.4,2567
"1970-09-17",1053.6,1057.6,1053.1,1055.5,5054
"1970-09-18",1055.6,1058.1,1055.2,1057.6,5254
"1970-09-19",1058.1,1058.6,1054.9,1055,4787
"1970-09-20",1054.8,1054.8,1051.7,1052,3967
"1970-09-21",1051.1,1056,1050.1,1055.4,4148
"1970-09-22",1055.6,1055.6,1053.4,1054.2,2459
"1970-09-23",1052.6,1054.6,1050.1,1052,5039
"1970-09-24",1052.6,1055,1049.4,1050,5285
"1970-09-25",1050.6,1052.1,1046.1,1048.6,5233
"1970-09-26",1050.1,1051.3,1049.3,1050.7,3013
"1970-09-27",1050.6,1051.4,1048.6,1050.2,3811
"1970-09-28",1049.6,1049.6,1047.6,1048.3,2391
"1970-09-29",1048.6,1051,1048.3,1049.3,2881
"1970-09-30",1049.1,1052,1048.8,1051.8,2148
"1970-10-01",1051.6,1055.6,1051.6,1052.4,4283
"1970-10-02",1052.6,1053.9,1050.7,1053,3591
"1970-10-03",1053.5,1054.1,1052.1,1053.1,2677
"1970-10-04",1053.1,1053.3,1052.1,1052.5,1411
"1970-10-05",1052.1,1052.8,1051.6,1052,1544
"1970-10-06",1051.6,1051.8,1049.8,1050,1707
"1970-10-07",1049.1,1049.8,1048.4,1048.5,1321
"1970-10-08",1048.6,1051.3,1048.1,1051.2,1592
"1970-10-09",1052.1,1055.1,1052.1,1055,3303
"1970-10-10",1055.6,1056,1054.2,1055.9,1403
"1970-10-11",1055.1,1055.9,1054.7,1054.9,1544
"1970-10-12",1055.6,1063.1,1055.6,1060.6,2854
"1970-10-13",1060.1,1063.1,1059.9,1062.6,2511
"1970-10-14",1062.1,1062.6,1059.6,1060,3747
"1970-10-15",1059.6,1065.8,1059.4,1063.1,2089
"1970-10-16",1063.1,1064.2,1060.8,1063.7,4715
"1970-10-17",1064.8,1068.3,1064.8,1068,5155
"1970-10-18",1069.3,1078,1068.3,1077.1,5983
"1970-10-19",1075.8,1076.6,1073.8,1074.7,4060
"1970-10-20",1075.8,1083.3,1075.8,1079.6,3694
"1970-10-21",1083.3,1086.3,1073.3,1075.1,5799
"1970-10-22",1075.3,1077.1,1071.8,1076.6,4651
"1970-10-23",1075.8,1078.1,1069.8,1072,6456
"1970-10-24",1072.8,1073.3,1066.3,1070.5,4264
"1970-10-25",1070.3,1072.3,1067,1069.8,4082
"1970-10-26",1071.3,1072.8,1068.3,1068.6,3443
"1970-10-27",1069.3,1075.8,1069.3,1075.6,5423
"1970-10-28",1077.3,1081.3,1070.8,1072,6221
"1970-10-29",1073.3,1075.3,1070.8,1074,3101
"1970-10-30",1074.3,1077.1,1074.3,1076.6,2479
"1970-10-31",1076.3,1076.3,1073.3,1074.1,2880
"1970-11-01",1075.3,1079.3,1070.3,1074.3,4999
"1970-11-02",1073.3,1074.8,1071.8,1073.8,2813
"1970-11-03",1073.8,1076.8,1073.1,1076.5,2481
"1970-11-04",1075.3,1083.3,1075.3,1082.8,4845
"1970-11-05",1084.3,1085.3,1081.3,1085,4271
"1970-11-06",1086.3,1089.3,1085,1087.5,4140
"1970-11-07",1087.3,1087.8,1085.1,1087.5,2180
"1970-11-08",1092.3,1096.7,1091.8,1096.3,3160
"1970-11-09",1095.8,1097.8,1093.8,1095.6,2279
"1970-11-10",1101.3,1105.6,1101.3,1102.6,3791
"1970-11-11",1107.3,1109.3,1103.8,1109.2,3727
"1970-11-12",1109.3,1115.8,1106.8,1115.3,3340
"1970-11-13",1115.3,1122.8,1114.3,1122.1,3319
"1970-11-14",1126.3,1132.1,1123.3,1132.1,3361
"1970-11-15",1140.3,1142.1,1122.1,1122.8,3875
"1970-11-16",1122.3,1124.3,1113.8,1115.1,2823
"1970-11-17",1121.3,1125.1,1119.3,1125.1,2642
"1970-11-18",1132.3,1135.1,1132.3,1135.1,1522
"1970-11-19",1144.3,1145.1,1128.3,1128.3,3620
"1970-11-20",1135.3,1135.3,1125.3,1130.8,2943
"1970-11-21",1130.3,1136.3,1129.8,1136,2427
"1970-11-22",1146,1146,1132.3,1141.3,3515
"1970-11-23",1139.3,1139.3,1131.3,1131.3,2119
"1970-11-24",1127.3,1127.3,1121.3,1121.3,2032
"1970-11-25",1118.3,1123.3,1111.3,1111.3,3708
"1970-11-26",1105.3,1112.3,1096.3,1104.6,6411
"1970-11-27",1108.3,1118.3,1108.3,1117.8,2873
"1970-11-28",1132.8,1132.8,1122.3,1127.8,8100
"1970-11-29",1122.3,1122.3,1117.8,1117.8,4327
"1970-11-30",1114.3,1114.3,1107.8,1107.8,6253
"1970-12-01",1105.3,1108.8,1097.8,1097.8,6527
"1970-12-02",1097.3,1102.3,1088.5,1102.1,6936
"1970-12-03",1095.3,1097.8,1092.1,1092.1,4064
"1970-12-04",1083.3,1093.3,1082.3,1086.3,6749
"1970-12-05",1093.3,1096.3,1090.3,1096.3,4745
"1970-12-06",1106.3,1106.3,1102.3,1105.5,3353
"1970-12-07",1104.3,1109.8,1100.3,1103.8,5134
"1970-12-08",1106.3,1106.3,1093.8,1093.8,4928
"1970-12-09",1091.8,1096.8,1087.3,1095.3,4721
"1970-12-10",1094.3,1096.3,1088.5,1089.2,4512
"1970-12-11",1086.8,1086.8,1079.2,1079.3,5359
"1970-12-12",1079.8,1089.3,1079.8,1083.8,5371
"1970-12-13",1089.3,1093.8,1089.3,1093.8,4328
"1970-12-14",1093.8,1097.3,1091.1,1094.5,5685
"1970-12-15",1092.3,1094.3,1086.3,1094.1,5022
"1970-12-16",1091.3,1096.3,1088.8,1090.8,5345
"1970-12-17",1091.3,1095.8,1090.3,1095.5,3124
"1970-12-18",1096.4,1103.3,1095.3,1101.3,5834
"1970-12-19",1100.3,1100.3,1092.8,1093.6,4389
"1970-12-20",1092.3,1092.8,1085.6,1089,6463
"1970-12-21",1087.8,1092.8,1085.8,1086.8,3723
"1970-12-22",1089.3,1091.3,1084.3,1086.5,4031
"1970-12-23",1083.3,1084.3,1076.5,1076.5,5389
"1970-12-24",1074.3,1075.3,1066.5,1069.1,5806
"1970-12-25",1070.8,1072.3,1067.3,1071.1,4305
"1970-12-26",1067.8,1070.3,1063.8,1069.5,3370
"1970-12-27",1068.8,1069.8,1065.4,1066,3603
"1970-12-28",1064.3,1064.3,1056,1056,4072
"1970-12-29",1054.3,1056.8,1049.8,1050.6,4270
"1970-12-30",1050.8,1050.8,1040.6,1040.6,4223
"1970-12-31",1039.8,1047.2,1039.1,1042.8,4048
"1971-01-01",1040.3,1040.3,1032.8,1032.8,2560
"1971-01-02",1028.3,1029.8,1025.3,1026.6,4588
"1971-01-03",1029.8,1034.1,1029.8,1032.3,3007
"1971-01-04",1025.3,1029.8,1022.3,1029.5,2515
"1971-01-05",1030.3,1038.3,1030.3,1035.1,2268
"1971-01-06",1036.8,1041.8,1035.3,1040.8,3115
"1971-01-07",1040.3,1042.5,1037.8,1038.6,4284
"1971-01-08",1038.3,1039.6,1033.8,1035.5,2069
"1971-01-09",1025.5,1025.5,1025.5,1025.5,65
"1971-01-10",1017.7,1020.7,1015.5,1015.5,4904
"1971-01-11",1019.7,1019.7,1005.7,1009.5,6025
"1971-01-12",1006.7,1007.2,1000.2,1000.9,4655
"1971-01-13",996.7,1001.9,996.2,1001.5,3999
"1971-01-14",998.7,998.7,992.7,993.2,2700
"1971-01-15",983.2,991.7,983.2,984.7,4082
"1971-01-16",987.7,994.7,987.7,994.7,2488
"1971-01-17",1010.7,1012.7,995.2,995.9,6685
"1971-01-18",988.7,990.2,985.9,987.4,2610
"1971-01-19",990.7,997.4,990.7,997.4,2662
"1971-01-20",993.7,995.7,990.2,994.4,3371
"1971-01-21",995.7,1000.7,995.7,997.4,3092
"1971-01-22",1000.2,1000.7,992.2,999.2,3633
"1971-01-23",996.2,996.2,990.9,994.9,2860
"1971-01-24",991.7,993.2,987.7,990.7,3265
"1971-01-25",993.2,994.7,989.7,990.5,3490
"1971-01-26",988.2,989.7,986.8,988.3,4345
"1971-01-27",987.7,988.2,983.2,983.5,3784
"1971-01-28",980.2,980.2,973.7,974.2,2542
"1971-01-29",977.2,979.2,976.2,978.4,1927
"1971-01-30",979.2,987.6,979.2,986.9,2863
"1971-01-31",985.7,988.2,981.7,982.5,1973
"1971-02-01",979.2,983,979.2,982.8,1416
"1971-02-02",978.7,979.1,975,978.9,1703
"1971-02-03",978.2,980.1,977.7,979.9,1103
"1971-02-04",979.7,982.2,979.7,981.4,2349
"1971-02-05",978.7,980.2,975.8,976,1796
"1971-02-06",968.2,970.2,967.2,968.7,1569
"1971-02-07",967.2,968.5,964.7,966.5,1127
"1971-02-08",964.7,968.7,964.2,968.5,1814
"1971-02-09",970.2,971.2,966.7,967,2036
"1971-02-10",964.7,968.7,963.7,968.5,2165
"1971-02-11",968.2,969.7,966.3,966.5,1869
"1971-02-12",965.7,965.7,962.3,963.4,1569
"1971-02-13",962.7,964.9,962.7,963.8,1482
"1971-02-14",964.7,968.2,964.7,967.5,1990
"1971-02-15",968.7,970.2,966.2,966.8,2159
"1971-02-16",966.2,968.6,965.5,967.7,1338
"1971-02-17",967.2,969.2,966,967,2121
"1971-02-18",968.2,969.7,967.7,969.5,2130
"1971-02-19",972.2,975.5,971.2,972,2520
"1971-02-20",971.8,973.5,970.8,973.4,1030
"1971-02-21",975.8,977.6,975.3,975.7,1654
"1971-02-22",974.8,976.1,973.8,975.9,1140
"1971-02-23",975.8,976.8,970.4,971,2000
"1971-02-24",970.3,970.3,968.6,968.7,1849
"1971-02-25",967.3,968.6,966.8,967.4,1364
"1971-02-26",966.3,968.5,965.6,968.3,1267
"1971-02-27",968.3,971.3,966.5,971.1,1322
"1971-02-28",970.3,970.3,967,967.9,1786
"1971-03-01",970.3,970.8,969.1,970.4,1852
"1971-03-02",971.3,971.8,969.6,970.6,1294
"1971-03-03",971.3,972.1,968.8,971.7,1973
"1971-03-04",971.8,975.1,971.8,974.1,2011
"1971-03-05",975.6,984.1,975.6,984.1,2352
"1971-03-06",980.8,982.8,977.3,977.5,2262
"1971-03-07",976.3,980.1,975.8,976.3,2553
"1971-03-08",973.8,974.8,971.8,972,1923
"1971-03-09",970.8,970.8,966.8,967.3,2036
"1971-03-10",966.8,969.5,966.8,967.7,2151
"1971-03-11",968.8,972.6,968.8,972.4,2162
"1971-03-12",973.3,973.9,970,970.4,1933
"1971-03-13",969.5,972.4,968.2,971.6,4367
"1971-03-14",971.5,975,971.5,974.3,5534
"1971-03-15",972.3,975.8,972,972.8,5819
"1971-03-16",973.5,977.4,973.5,976.6,6435
"1971-03-17",975.5,979,975.5,977.4,4633
"1971-03-18",975,975.5,973.8,973.9,3070
"1971-03-19",972,972.5,970.5,970.6,4803
"1971-03-20",969.5,971.5,968.6,969.6,5315
"1971-03-21",968.5,969.3,967.7,969,4321
"1971-03-22",968.5,971,968.5,969.4,3688
"1971-03-23",971.5,971.9,969.7,971.8,4397
"1971-03-24",972,972.7,970.2,970.4,4912
"1971-03-25",970,970,968.8,969.2,3621
"1971-03-26",969.2,970.4,968.6,969.8,3771
"1971-03-27",972,975.2,971.5,974.8,6397
"1971-03-28",975.5,976.5,973.5,974.2,5077
"1971-03-29",975,977.5,973.8,976.6,5732
"1971-03-30",976.5,977.2,974.7,974.9,4444
"1971-03-31",974,979,974,977.4,5106
"1971-04-01",978,983.3,978,982.7,7630
"1971-04-02",984.5,987.7,982.2,987.3,7387
"1971-04-03",995,996.5,991.3,994.2,7018
"1971-04-04",990.5,993,989.5,990.4,5701
"1971-04-05",990,990.7,986.5,989.8,6241
"1971-04-06",990,998.5,990,997.2,6264
"1971-04-07",995.5,998,994.1,995.4,4934
"1971-04-08",996.5,997,993.4,994.7,5248
"1971-04-09",993.6,998.5,992.7,997.2,5282
"1971-04-10",1000.5,1006.4,1000.2,1002.4,5854
"1971-04-11",1004.5,1004.5,1000.8,1002.2,5651
"1971-04-12",1000.5,1000.5,998,999.5,3706
"1971-04-13",1000,1001.4,999.3,1000.8,2482
"1971-04-14",1002,1003.7,994.7,995.4,4672
"1971-04-15",995.5,996.5,989.5,990,4362
"1971-04-16",989.7,990.8,986,990.4,3577
"1971-04-17",991,994.5,991,994.4,1372
"1971-04-18",995.5,996,985.6,985.8,4586
"1971-04-19",986.5,987.3,983,986.8,5322
"1971-04-20",986.5,988.8,984.5,984.8,3310
"1971-04-21",984.7,985.5,983.2,984.4,2968
"1971-04-22",985.7,987.1,984.7,984.9,2994
"1971-04-23",985.7,986.5,982.8,983,4472
"1971-04-24",982.7,983.2,980.8,982.5,3468
"1971-04-25",983.4,984.5,982.2,983.7,3696
"1971-04-26",985.2,986.4,984.7,985.4,4495
"1971-04-27",986.7,987.2,984.2,984.3,4704
"1971-04-28",983.2,983.4,979.4,979.6,3510
"1971-04-29",981.2,981.5,979.2,981.3,4016
"1971-04-30",983.2,983.2,981.2,981.4,3749
"1971-05-01",981.7,986.2,981.4,986.1,5103
"1971-05-02",987.2,988.6,986,986.5,4659
"1971-05-03",991,993.2,987.7,989.4,4029
"1971-05-04",989.2,989.9,987.7,988.4,3216
